train_no,train_name,zone,source_station,destination_station,current_station,day_of_week,month,festival,weather,temperature,humidity,visibility_km,rainfall_mm,track_congestion,station_congestion,previous_station_delay,average_route_delay,distance_from_source,distance_remaining,train_priority,locomotive_type,maintenance_flag,delay_minutes
12301,Howrah Rajdhani,ER,LKO,BPL,NDLS,Friday,8,None,Rain,43.4,34,10.8,43,Low,High,20,7,727,1342,Passenger,WAP-7,Yes,48
12627,Karnataka Express,SWR,HWH,KOTA,KOTA,Sunday,3,None,Clear,41.0,67,12.0,0,Medium,High,15,1,465,1285,Mail,WAG-9,Yes,26
12951,Mumbai Rajdhani,WR,KOTA,BPL,PRYJ,Friday,10,None,Clear,38.4,42,13.8,0,High,Medium,7,14,11,689,Express,WAG-9,Yes,21
12627,Karnataka Express,SWR,NGP,SBC,BPL,Sunday,10,None,Clear,23.2,63,10.7,0,Medium,Low,0,32,1623,804,Express,WAP-7,No,32
12138,Punjab Mail,CR,BPL,BCT,NGP,Monday,1,None,Clear,21.9,40,1.5,0,Medium,High,10,14,706,1373,Freight,WAG-9,No,34
12627,Karnataka Express,SWR,KOTA,CNB,BCT,Friday,8,Chhath,Clear,43.2,94,0.3,0,Medium,Medium,0,7,1779,925,Express,WAP-7,No,15
12138,Punjab Mail,CR,NGP,BCT,BCT,Wednesday,1,None,Clear,38.4,90,12.7,0,High,Medium,0,0,1025,1374,Freight,WAP-5,No,8
12951,Mumbai Rajdhani,WR,LKO,MAS,AGC,Monday,11,None,Rain,42.6,,12.0,120,Medium,Low,6,14,692,619,Rajdhani,WAP-5,Yes,33
12622,Tamil Nadu Express,SR,NDLS,CNB,BPL,Tuesday,8,None,Rain,,58,12.8,118,Low,Medium,20,1,808,124,Vande Bharat,WAP-7,No,29
12138,Punjab Mail,CR,BPL,CNB,CNB,Thursday,11,None,Clear,,73,13.8,0,Low,Low,13,10,1518,1414,Express,WDP-4D,No,23
12951,Mumbai Rajdhani,WR,NDLS,SBC,BPL,Saturday,4,Holi,Clear,23.9,93,13.0,0,Medium,Medium,20,13,191,580,Vande Bharat,WAG-9,Yes,33
12301,Howrah Rajdhani,ER,NDLS,PRYJ,BPL,Tuesday,8,Diwali,Clear,15.2,59,9.7,0,Low,High,20,0,937,1366,Express,WAP-5,No,30
12622,Tamil Nadu Express,SR,NGP,MAS,KOTA,Saturday,12,None,Fog,13.0,40,10.9,0,Medium,High,7,17,551,1736,Freight,WDP-4D,No,60
12951,Mumbai Rajdhani,WR,HWH,CNB,MAS,Thursday,9,None,Fog,22.3,71,2.8,0,Medium,Medium,9,6,142,778,Rajdhani,WAP-5,Yes,25
11057,Amritsar Express,CR,NGP,SBC,MAS,Tuesday,1,Diwali,Rain,,92,0.9,15,High,Medium,0,7,1031,143,Express,WAP-5,Yes,40
12627,Karnataka Express,SWR,BCT,LKO,KOTA,Thursday,7,None,Clear,43.9,46,3.8,0,Medium,High,10,0,968,590,Freight,WAG-9,No,20
12301,Howrah Rajdhani,ER,HWH,PRYJ,BPL,Wednesday,7,None,Fog,39.5,25,10.5,0,Low,Medium,13,8,354,1143,Mail,WAP-7,No,26
12301,Howrah Rajdhani,ER,AGC,MAS,CNB,Saturday,2,None,Fog,35.4,46,8.7,0 mm,Medium,Medium,0,10,610,1174,Vande Bharat,WAP-7,Yes,38
11057,Amritsar Express,CR,LKO,BCT,KOTA,Wednesday,7,Eid,Cloudy,37.0,87,10.2,0,Low,High,25,0,184,293,Express,WAP-7,No,43
11057,Amritsar Express,CR,SBC,BPL,BCT,Saturday,5,None,Cloudy,21.7,63,0.4,0,High,Medium,0,10,979,626,Freight,WAP-5,Yes,18
12001,Shatabdi,NR,HWH,NDLS,BPL,Sunday,6,None,Fog,33.9,75,2.5,0,Medium,Low,29,19,1094,242,Freight,WDP-4D,Yes,80
12138,Punjab Mail,CR,BPL,BCT,BCT,Monday,11,None,Cloudy,12.5,77,6.6,0,High,High,22,19,1264,1213,Mail,WAP-7,Yes,59
12951,Mumbai Rajdhani,WR,HWH,BPL,NGP,Saturday,10,None,Storm,19.6,58,10.0,0,Low,High,0,7,1041,1668,Passenger,WAP-5,No,9
12138,Punjab Mail,CR,HWH,PRYJ,CNB,Monday,4,None,Clear,29.0,68,4.3,0,Low,Low,18,10,1502,1187,Vande Bharat,WAG-9,Yes,28
12138,Punjab Mail,CR,NGP,BCT,HWH,Thursday,7,Eid,Clear,15.9,72,12.3,0,High,Medium,0,18,273,306,Rajdhani,WAG-9,Yes,34
22436,Vande Bharat,NR,AGC,NDLS,AGC,Sunday,9,None,Cloudy,41.8,63,9.1,0,Medium,High,20,5,52,1544,Mail,WAP-5,Yes,27
12301,Howrah Rajdhani,ER,AGC,HWH,KOTA,Tuesday,3,Eid,Clear,28.3,39,3.3,0,Medium,Medium,3,18,59,821,Express,WAG-9,Yes,21
12138,Punjab Mail,CR,MAS,NGP,BCT,Sunday,5,None,Clear,10.9,35,5.8,0,Medium,Medium,0,22,175,734,Passenger,WDP-4D,Yes,22
11057,Amritsar Express,CR,AGC,CNB,BCT,Thursday,5,None,Clear,41.5,97,10.1,0,High,Low,3,14,611,711,Passenger,WAP-7,Yes,25
12951,Mumbai Rajdhani,WR,NDLS,KOTA,CNB,Monday,12,Chhath,Clear,18.5,26,12.4,0,Medium,High,19,3,204,979,Mail,WAP-5,Yes,32
12138,Punjab Mail,CR, HWH ,BPL,NGP,Thursday,10,None,Clear,43.9,84,4.0,0,Low,Medium,0,4,765,1193,Vande Bharat,WDP-4D,Yes,4
12627,Karnataka Express,SWR,MAS,BCT,NDLS,Wednesday,3,None,Clear,16.3,44,12.2,0,Low,Low,0,3,293,408,Mail,WAG-9,Yes,3
12622,Tamil Nadu Express,SR,CNB,MAS,SBC,Tuesday,5,None,Rain,38.3,40,4.6,66,High,Medium,19,7,323,1566,Passenger,WAG-9,Yes,55
12627,Karnataka Express,SWR,CNB,BPL,BCT,Monday,12,None,Rain,14.9,91,10.7,52,Low,High,22,13,612,26,Rajdhani,WDP-4D,Yes,68
12622,Tamil Nadu Express,SR,SBC,NDLS,CNB,Wednesday,12,Diwali,Clear,43.4,70,9.5,0,Medium,Medium,18,0,1413,703,Vande Bharat,WAG-9,No,26
12001,Shatabdi,NR,SBC,AGC,NGP,Saturday,2,None,Clear,41.4,57,1.3,0,Medium,High,32,16,171,585,Vande Bharat,WAP-7,Yes,58
12951,Mumbai Rajdhani,WR,NGP,PRYJ,NGP,Tuesday,4,None,Cloudy,41.3,28,3.4,0,High,High,0,24,305,908,Express,WAP-5,No,34
12301,Howrah Rajdhani,ER,NGP,NDLS,LKO,Tuesday,5,None,Clear,40.0,39,6.5,0,Medium,Low,0,4,445,30,Vande Bharat,WDP-4D,No,0
12622,Tamil Nadu Express,SR,AGC,MAS,PRYJ,Friday,5,None,Rain,11.1,44,2.1,23,High,Low,28,0,1593,1029,Freight,WAP-7,No,43
12951,Mumbai Rajdhani,WR,AGC,BCT,HWH,Monday,1,None,Clear,35.9,29,14.6,0,Low,Medium,6,14,1038,1280,Freight,WAG-9,Yes,12
12627,Karnataka Express,SWR,AGC,BCT,NGP,Friday,8,None,Rain,17.3,56,10.3,41,Low,Medium,44,1,1542,17,Rajdhani,WDP-4D,Yes,62
12622,Tamil Nadu Express,SR,CNB,LKO,BCT,Wednesday,8,None,Fog,21.2,56,12.3,0,High,Medium,2,3,891,241,Rajdhani,WAP-7,Yes,23
12001,Shatabdi,NR,KOTA,BCT,PRYJ,Sunday,6,None,Clear,19.0,31,3.5,0,High,Low,0,11,1051,830,Mail,WAP-5,No,19
12301,Howrah Rajdhani,ER,MAS,KOTA,BPL,Wednesday,1,None,Fog,32.1,97,13.3,0,Low,Medium,1,11,818,283,Rajdhani,WDP-4D,Yes,16
12138,Punjab Mail,CR,CNB,NGP,BCT,Sunday,3,None,Rain,22.9,62,11.4,48,Medium,High,21,13,1796,1004,Express,WAP-7,No,54
12001,Shatabdi,NR,LKO,NDLS,BPL,Wednesday,2,None,Clear,37.4,20,11.8,0,Low,Medium,12,1,1205,609,Vande Bharat,WAP-7,Yes,13
12301,Howrah Rajdhani,ER,NDLS,CNB,BCT,Thursday,5,None,Clear,15.0,68,1.9,0,Low,High,17,0,544,1612,Express,WAP-7,Yes,19
12951,Mumbai Rajdhani,WR,SBC,HWH,SBC,Sunday,5,Holi,Rain,16.4,77,15.0,113,Low,Medium,14,3,121,981,Passenger,WAP-7,Yes,31
12622,Tamil Nadu Express,SR,MAS,NDLS,NDLS,Tuesday,10,None,Cloudy,32.2,48,8.0,0,High,Low,0,6,212,897,Freight,WAP-5,Yes,14
22436,Vande Bharat,NR,LKO,CNB,BCT,Saturday,2,None,Clear,26.8,80,8.1,0,Low,Low,2,0,1693,375,Vande Bharat,WAP-5,No,0
12001,Shatabdi,NR,HWH,BPL,MAS,Tuesday,8,Chhath,Storm,29.6,86,8.3,0,Medium,Medium,9,0,1582,1721,Passenger,WAP-7,Yes,17
12138,Punjab Mail,CR,HWH,PRYJ,CNB,Tuesday,9,Diwali,Clear,36.6,83,8.2,0,High,Low,8,18,1566,785,Freight,WAP-5,No,42
12301,Howrah Rajdhani,ER,LKO,NDLS,MAS,Friday,4,None,Clear,37.2,40,5.7,0,Low,Medium,3,21,1189,1366,Passenger,WAP-7,No,16
12001,Shatabdi,NR,NGP,BPL,NDLS,Saturday,9,None,Clear,22.6,62,8.7,0,Medium,Low,17,4,843,1409,Passenger,WDP-4D,No,21
22436,Vande Bharat,NR,AGC,CNB,CNB,Sunday,3,None,Clear,33.9,51,3.2,0,High,Low,13,0,1762,1738,Freight,WAP-5,Yes,13
12301,Howrah Rajdhani,ER,KOTA,SBC,SBC,Friday,10,None,Clear,32.1,41,0.5,0,Low,High,12,0,1086,1452,Passenger,WAP-7,No,14
12622,Tamil Nadu Express,SR,LKO,SBC,BPL,Tuesday,1,None,Clear,44.3,29,14.4,0,Low,Low,34,15,7,1136,Rajdhani,WDP-4D,Yes,49
12951,Mumbai Rajdhani,WR,PRYJ,KOTA,NGP,Thursday,2,None,Rain,26.6,43,3.4,42,High,High,3,4,849,1573,Rajdhani,WAP-7,Yes,26
12138,Punjab Mail,CR,HWH,PRYJ,MAS,Thursday,3,Chhath,Fog,30.8,89,12.6,0,Medium,High,0,4,219,1563,Vande Bharat,WAG-9,No,47
12951,Mumbai Rajdhani,WR,LKO,AGC,SBC,Sunday,9,None,Clear,26.1,71,4.8,0,Low,High,2,7,1135,382,Passenger,WAG-9,Yes,11
12622,Tamil Nadu Express,SR,NDLS,MAS,NGP,Wednesday,9,None,Rain,39.6,41,12.2,80,High,Low,20,2,883,905,Mail,WAP-5,Yes,46
12622,Tamil Nadu Express,SR,NGP,SBC,AGC,Thursday,4,None,Rain,39.3,,0.3,101,Low,High,10,11,1607,943,Vande Bharat,WAP-5,No,41
12627,Karnataka Express,SWR,PRYJ,MAS,BCT,Sunday,1,None,Clear,20.4,84,3.9,0,Medium,High,22,14,358,983,Mail,WDP-4D,Yes,46
11057,Amritsar Express,CR,SBC,NDLS,AGC,Thursday,4,None,Clear,16.8,25,3.6,0,Low,High,0,14,1173,284,Express,WAP-7,Yes,24
12951,Mumbai Rajdhani,WR,BPL,KOTA,NDLS,Saturday,11,None,Fog,34.7,27,2.2,0,Medium,Medium,34,12,163,817,Rajdhani,WDP-4D,Yes,66
12301,Howrah Rajdhani,ER,NGP,MAS,HWH,Saturday,2,Chhath,Cloudy,23.5,63,1.0,0,Low,High,5,6,425,645,Vande Bharat,WAP-7,Yes,21
12622,Tamil Nadu Express,SR,SBC,HWH,LKO,Monday,5,Chhath,Fog,37.2,69,8.3,0,Medium,Low,22,8,43,828,Freight,WAP-5,No,64
12138,Punjab Mail,CR,BCT,SBC,LKO,Monday,12,None,Clear,16.5,93,5.1,0,Low,Medium,11,0,414,159,Rajdhani,WDP-4D,No,11
11057,Amritsar Express,CR,NDLS,PRYJ,HWH,Monday,2,None,Rain,20.8,58,1.2,61,Medium,Medium,1,6,1599,882,Freight,WAP-7,No,25
12138,Punjab Mail,CR,PRYJ,CNB,AGC,Friday,7,Eid,Rain,39.4,68,14.1,8,Medium,Medium,10,0,495,982,Passenger,WAP-5,No,30
22436,Vande Bharat,NR,SBC,HWH,MAS,Friday,11,None,Fog,43.8,,10.1,0,Medium,High,0,11,1624,525,Vande Bharat,WAP-5,Yes,27
12138,Punjab Mail,CR,PRYJ,NDLS,SBC,Wednesday,8,None,Clear,14.4,88,12.7,0,High,Low,7,5,838,1025,Freight,WAP-5,Yes,20
12622,Tamil Nadu Express,SR,BCT,AGC,AGC,Saturday,8,None,Clear,27.3,70,13.5,0,Medium,Low,14,0,215,1479,Express,WAP-5,Yes,14
12001,Shatabdi,NR,CNB,LKO,SBC,Saturday,12,Diwali,Clear,41.9,42,2.6,0,High,Medium,14,4,885,1083,Rajdhani,WAP-7,No,34
12622,Tamil Nadu Express,SR, BPL ,SBC,PRYJ,Tuesday,5,None,Cloudy,33.8,72,1.7,0,High,Low,23,14,1758,730,Rajdhani,WAP-7,No,45
11057,Amritsar Express,CR,NGP,BPL,MAS,Tuesday,3,None,Fog,16.5,32,6.0,0,Low,Low,22,21,1274,695,Rajdhani,WAG-9,No,54
11057,Amritsar Express,CR,NDLS,SBC,BCT,Tuesday,7,Diwali,Cloudy,12.4,75,0.3,0,Low,High,25,1,860,1340,Mail,WAP-7,No,44
12622,Tamil Nadu Express,SR,NDLS,BPL,SBC,Friday,2,None,Cloudy,25.8,50,8.2,0,Medium,Medium,0,21,1320,1477,Rajdhani,WAP-7,No,21
22436,Vande Bharat,NR,HWH,NDLS,PRYJ,Monday,1,Holi,Clear,35.0,53,1.8,0,High,Low,12,0,1608,800,Mail,WAG-9,Yes,20
22436,Vande Bharat,NR,SBC,CNB,BPL,Wednesday,3,None,Rain,15.4,23,7.3,51,High,Medium,0,1,1063,306,Express,WAG-9,Yes,25
12301,Howrah Rajdhani,ER,AGC,CNB,NGP,Sunday,7,Holi,Storm,26.7,85,6.7,0,Medium,Low,0,9,825,1743,Freight,WAP-7,No,9
12001,Shatabdi,NR,KOTA,SBC,PRYJ,Thursday,6,None,Clear,19.9,96,8.9,0,High,High,30,3,1138,291,Mail,WAP-7,Yes,51
12627,Karnataka Express,SWR,BCT,KOTA,NGP,Thursday,12,None,Rain,29.7,69,6.1,43 mm,Medium,High,1,1,206,870,Express,WAG-9,No,33
12627,Karnataka Express,SWR,BPL,PRYJ,LKO,Tuesday,7,None,Rain,44.8,87,8.8,84,High,High,31,4,1199,784,Rajdhani,WAP-7,Yes,62
22436,Vande Bharat,NR,NGP,NDLS,KOTA,Friday,4,None,Clear,42.1,51,3.5,0,Low,Medium,17,16,696,248,Rajdhani,WAP-7,Yes,25
12622,Tamil Nadu Express,SR,HWH,CNB,BPL,Thursday,11,None,Fog,21.4,50,7.8,0,Medium,Medium,0,6,618,1513,Express,WAP-5,No,37
12138,Punjab Mail,CR,NGP,LKO,CNB,Sunday,7,None,Cloudy,10.6,50,12.1,0,Medium,Low,9,8,1079,533,Vande Bharat,WDP-4D,Yes,17
12951,Mumbai Rajdhani,WR,NDLS,AGC,MAS,Wednesday,7,None,Cloudy,15.2,43,9.2,0,Medium,High,2,6,1427,877,Express,WDP-4D,Yes,10
12001,Shatabdi,NR, MAS ,KOTA,BCT,Wednesday,2,None,Rain,22.1,62,3.5,1,Low,High,22,2,737,346,Vande Bharat,WDP-4D,No,48
11057,Amritsar Express,CR,LKO,NGP,NGP,Saturday,4,None,Clear,44.7,25,2.8,0,Low,Medium,0,10,1246,112,Rajdhani,WAP-5,No,10
12627,Karnataka Express,SWR,NDLS,CNB,SBC,Tuesday,3,None,Fog,9.9,57,9.3,0,Low,Low,12,1,438,1309,Vande Bharat,WDP-4D,Yes,42
12951,Mumbai Rajdhani,WR,CNB,SBC,AGC,Friday,12,None,Clear,14.3,92,14.1,0,Medium,Medium,10,3,1482,394,Vande Bharat,WAP-5,Yes,5
12001,Shatabdi,NR,KOTA,SBC,BPL,Sunday,12,None,Rain,19.4,73,8.8,48,High,Low,6,10,861,240,Rajdhani,WAP-5,Yes,35
12301,Howrah Rajdhani,ER,PRYJ,SBC,PRYJ,Saturday,9,Holi,Clear,19.3,91,13.2,0,Medium,High,8,6,1215,110,Passenger,WDP-4D,Yes,24
12138,Punjab Mail,CR,HWH,CNB,NDLS,Wednesday,7,Holi,Clear,37.5,32,1.1,0,High,Medium,25,16,1148,891,Passenger,WDP-4D,No,57
12138,Punjab Mail,CR,KOTA,NGP,AGC,Sunday,2,Diwali,fog,11.5,82,5.1,0,High,Low,0,0,1668,483,Rajdhani,WDP-4D,No,41
11057,Amritsar Express,CR,BCT,NGP,MAS,Saturday,8,None,Fog,32.6,35,13.6,0,Low,Medium,14,5,990,1360,Vande Bharat,WDP-4D,No,35
12627,Karnataka Express,SWR,AGC,BPL,CNB,Saturday,3,None,Fog,34.8,21,0.9,0,Low,Low,0,19,1612,312,Freight,WAP-7,No,31
12627,Karnataka Express,SWR,LKO,PRYJ,BCT,Thursday,9,Holi,Clear,37.3,25,11.3,0,Medium,Low,0,0,1689,1627,Express,WDP-4D,Yes,8
12001,Shatabdi,NR,BPL,SBC,NGP,Monday,10,None,Storm,40.6,52,9.6,0 mm,Low,Low,12,12,59,1180,Express,WAG-9,No,24
12301,Howrah Rajdhani,ER,MAS,SBC,PRYJ,Wednesday,6,Eid,Clear,14.8,36,1.1,0,Medium,High,1,0,1418,1477,Mail,WAP-7,Yes,-5
12627,Karnataka Express,SWR,KOTA,CNB,NDLS,Wednesday,1,None,Rain,35.8,47,14.7,7,Low,Low,24,18,1555,590,Mail,WAG-9,Yes,47
12001,Shatabdi,NR,NDLS,MAS,CNB,Monday,3,None,Clear,29.9,80,10.8,0,Low,High,26,11,1068,1758,Rajdhani,WAP-5,Yes,47
22436,Vande Bharat,NR,LKO,MAS,AGC,Saturday,6,None,Clear,34.8,70,14.0,0,Low,High,4,4,671,724,Rajdhani,WAG-9,No,10
12301,Howrah Rajdhani,ER,SBC,CNB,MAS,Monday,8,None,Clear,34.1,66,0.5,0,Low,Low,4,0,323,1540,Passenger,WAP-7,Yes,0
12622,Tamil Nadu Express,SR,LKO,KOTA,HWH,Saturday,3,None,Clear,35.0,93,14.9,0,Medium,Medium,3,5,687,732,Mail,WDP-4D,No,8
12001,Shatabdi,NR,NGP,HWH,LKO,Friday,6,None,Clear,13.0,51,4.7,0,Low,High,0,11,451,273,Mail,WAG-9,No,21
11057,Amritsar Express,CR,BPL,AGC,SBC,Tuesday,10,Holi,Fog,23.0,78,3.6,0,High,High,2,11,158,285,Freight,WAP-5,Yes,69
12627,Karnataka Express,SWR,CNB,BCT,BCT,Thursday,7,None,Rain,40.5,31,14.8,99,Low,Medium,7,9,1334,555,Rajdhani,WAG-9,No,24
12001,Shatabdi,NR,HWH,PRYJ,SBC,Sunday,12,None,Fog,28.4,,12.6,0,Medium,Medium,0,0,1220,1781,Freight,WDP-4D,Yes,34
12627,Karnataka Express,SWR,MAS,HWH,KOTA,Saturday,1,None,Rain,21.1,41,10.2,31 mm,Low,Medium,5,8,937,1327,Freight,WDP-4D,Yes,26
12622,Tamil Nadu Express,SR,KOTA,CNB,NGP,Saturday,6,None,Clear,41.3,31,2.8,0,Low,Medium,8,13,1113,1673,Vande Bharat,WAG-9,Yes,21
12301,Howrah Rajdhani,ER,LKO,HWH,KOTA,Thursday,5,Chhath,Rain,8.5,49,12.6,73,High,High,16,0,229,1253,Express,WAP-5,Yes,58
12622,Tamil Nadu Express,SR,CNB,PRYJ,MAS,Monday,1,None,Clear,30.0,88,12.6,0,High,Medium,18,3,20,372,Passenger,WAP-7,Yes,29
12301,Howrah Rajdhani,ER,SBC,PRYJ,PRYJ,Saturday,12,None,Fog,34.1,27,11.1,0,Low,High,12,6,1156,1043,Vande Bharat,WAG-9,Yes,49
12138,Punjab Mail,CR,LKO,HWH,LKO,Thursday,2,None,Cloudy,,37,2.1,0,High,High,10,17,979,662,Vande Bharat,WAG-9,No,45
12001,Shatabdi,NR,NGP,CNB,BPL,Sunday,12,None,Rain,21.3,68,6.1,90,Medium,Medium,12,23,570,62,Rajdhani,WAP-7,No,54
12301,Howrah Rajdhani,ER,NDLS,NGP,MAS,Friday,3,None,Clear,41.6,88,11.7,0,Medium,Low,0,24,1790,1796,Rajdhani,WAG-9,No,16
11057,Amritsar Express,CR,BPL,HWH,NGP,Sunday,3,None,Rain,29.9,72,7.7,18,Medium,Medium,9,0,273,942,Freight,WAG-9,No,23
12301,Howrah Rajdhani,ER,NGP,BPL,NDLS,Wednesday,2,None,Clear,41.1,27,8.8,0,Low,Medium,15,0,1079,311,Rajdhani,WAG-9,No,7
12001,Shatabdi,NR,NDLS,SBC,NDLS,Monday,2,None,Rain,29.8,77,10.1,69,Medium,High,0,11,1789,3,Express,WDP-4D,Yes,26
12951,Mumbai Rajdhani,WR, PRYJ ,NGP,PRYJ,Wednesday,1,None,Clear,38.1,44,9.1,0,Low,Medium,5,18,339,1165,Rajdhani,WAP-5,Yes,15
12951,Mumbai Rajdhani,WR,LKO,CNB,HWH,Saturday,11,Diwali,clear,10.5,92,6.5,0,Low,Low,13,7,555,1549,Freight,WAP-7,No,20
11057,Amritsar Express,CR,SBC,MAS,HWH,Monday,3,Chhath,Clear,19.9,50,8.7,0,Low,High,17,0,1254,105,Passenger,WDP-4D,Yes,35
12001,Shatabdi,NR,BCT,SBC,CNB,Friday,5,None,Clear,31.3,33,3.1,0,Medium,Medium,20,8,928,1127,Express,WDP-4D,Yes,28
12301,Howrah Rajdhani,ER,AGC,HWH,CNB,Wednesday,7,Holi,Rain,15.5,75,1.7,73,Low,Medium,24,29,313,773,Passenger,WDP-4D,No,78
12301,Howrah Rajdhani,ER,AGC,KOTA,BPL,Tuesday,4,None,Fog,21.9,85,0.5,0,High,High,16,12,1485,953,Rajdhani,WAP-5,No,71
11057,Amritsar Express,CR,HWH,MAS,BCT,Sunday,3,Chhath,Cloudy,38.5,66,7.4,0,Medium,Medium,19,17,1506,539,Express,WDP-4D,Yes,44
12622,Tamil Nadu Express,SR,AGC,MAS,NGP,Friday,2,None,Rain,44.3,71,11.5,102,Medium,High,5,7,1392,1032,Freight,WAP-5,No,43
22436,Vande Bharat,NR,AGC,BPL,KOTA,Monday,6,None,Rain,9.3,69,6.3,22,Medium,Medium,15,10,887,1256,Vande Bharat,WAP-7,Yes,22
12138,Punjab Mail,CR,BCT,AGC,PRYJ,Monday,11,None,Clear,11.5,42,14.6,0,Medium,Low,0,12,383,1639,Express,WAG-9,Yes,12
12301,Howrah Rajdhani,ER,BCT,AGC,HWH,Saturday,11,None,Clear,21.5,97,11.0,0,Low,High,13,12,220,272,Rajdhani,WAG-9,No,27
12627,Karnataka Express,SWR,MAS,LKO,BPL,Saturday,7,None,Clear,41.0,58,5.0,0,Medium,Medium,7,2,1140,297,Rajdhani,WAG-9,No,9
12622,Tamil Nadu Express,SR,LKO,BPL,KOTA,Tuesday,2,None,Clear,22.5,32,12.4,0,Medium,Low,23,2,593,737,Express,WAP-7,Yes,25
12622,Tamil Nadu Express,SR,HWH,BPL,PRYJ,Tuesday,5,None,Rain,24.1,73,14.3,26 mm,High,Low,14,22,713,154,Express,WAP-7,No,51
12138,Punjab Mail,CR,NDLS,HWH,KOTA,Tuesday,11,None,Clear,36.8,43,6.8,0,Low,Low,5,14,1362,1690,Mail,WDP-4D,No,19
12951,Mumbai Rajdhani,WR,MAS,NGP,MAS,Monday,5,Diwali,Clear,24.7,61,14.3,0,High,Medium,0,3,463,539,Express,WAP-5,Yes,11
12622,Tamil Nadu Express,SR,NDLS,AGC,NGP,Thursday,2,None,Rain,18.4,52,6.5,72,High,Medium,16,12,1000,1270,Passenger,WDP-4D,Yes,41
12001,Shatabdi,NR,BCT,BPL,MAS,Saturday,9,None,Clear,26.3,80,9.8,0,High,Medium,9,0,1257,1601,Vande Bharat,WDP-4D,Yes,17
12301,Howrah Rajdhani,ER,MAS,PRYJ,BPL,Wednesday,9,None,Clear,10.2,52,0.6,0,High,High,8,0,640,1592,Mail,WAP-5,No,18
12301,Howrah Rajdhani,ER,AGC,BCT,LKO,Tuesday,5,Diwali,Fog,19.9,56,0.6,0,Medium,High,6,0,1772,140,Rajdhani,WDP-4D,Yes,44
22436,Vande Bharat,NR,KOTA,HWH,AGC,Thursday,1,None,Fog,9.8,49,14.4,0,Medium,Medium,15,11,381,1429,Rajdhani,WAP-7,No,54
12301,Howrah Rajdhani,ER,LKO,MAS,NGP,Tuesday,7,None,Fog,24.5,93,10.6,0,Low,Low,12,8,146,1056,Mail,WAG-9,No,26
12951,Mumbai Rajdhani,WR,AGC,HWH,MAS,Friday,2,None,Clear,34.7,41,1.7,0,Low,Medium,14,0,1568,676,Rajdhani,WAP-7,No,6
11057,Amritsar Express,CR,CNB,BPL,BPL,Thursday,12,None,Clear,44.0,23,9.6,0,Low,Low,51,12,334,876,Passenger,WDP-4D,No,63
12951,Mumbai Rajdhani,WR,PRYJ,LKO,NGP,Tuesday,11,None,Clear,28.1,67,13.0,0,Low,Medium,0,10,216,1547,Mail,WAP-7,Yes,2
12627,Karnataka Express,SWR,SBC,BPL,BCT,Wednesday,11,None,Rain,43.3,49,10.7,14,Low,Low,28,14,1489,806,Passenger,WAP-7,No,52
12001,Shatabdi,NR,BCT,KOTA,PRYJ,Sunday,9,Diwali,Clear,41.8,81,9.2,0,Medium,Medium,18,12,573,1561,Mail,WAP-7,Yes,38
12622,Tamil Nadu Express,SR,CNB,NGP,BCT,Sunday,12,None,Rain,28.8,45,1.5,14,Medium,Low,26,8,1269,1237,Passenger,WAG-9,No,50
22436,Vande Bharat,NR,NDLS,MAS,PRYJ,Sunday,7,None,Rain,33.7,31,5.2,6,Low,High,0,0,1508,1788,Mail,WAP-5,Yes,7
12951,Mumbai Rajdhani,WR,BPL,CNB,KOTA,Saturday,11,None,Rain,44.4,24,2.1,84,Low,High,9,14,1354,1076,Mail,WAG-9,Yes,41
12138,Punjab Mail,CR,BCT,BPL,CNB,Monday,12,None,Fog,11.2,71,10.9,0,Low,Low,9,0,1282,89,Vande Bharat,WDP-4D,Yes,47
12951,Mumbai Rajdhani,WR,AGC,NGP,BCT,Saturday,2,Eid,Cloudy,34.3,95,12.3,0,Low,Low,0,5,1623,1788,Rajdhani,WAP-5,Yes,5
12627,Karnataka Express,SWR,BPL,SBC,SBC,Friday,9,None,Clear,13.0,93,0.9,0,Low,Low,17,0,237,1142,Passenger,WAG-9,Yes,17
12001,Shatabdi,NR,LKO,MAS,BCT,Sunday,3,None,Cloudy,35.5,55,14.1,0,Low,High,21,0,1362,167,Mail,WDP-4D,No,31
22436,Vande Bharat,NR,PRYJ,AGC,LKO,Wednesday,7,None,Clear,17.4,40,5.4,0,Medium,High,23,0,1164,1766,Passenger,WAG-9,Yes,25
12627,Karnataka Express,SWR,AGC,HWH,KOTA,Monday,1,None,Clear,14.1,70,12.2,0,High,High,7,5,1225,1091,Freight,WAP-5,No,30
12301,Howrah Rajdhani,ER,KOTA,BPL,PRYJ,Monday,1,None,Clear,12.7,87,1.6,0,High,Low,0,6,1793,1004,Express,WAP-5,No,6
12301,Howrah Rajdhani,ER,SBC,BCT,AGC,Tuesday,10,None,Clear,32.2,82,8.3,0,High,High,14,3,849,646,Vande Bharat,WDP-4D,Yes,27
12001,Shatabdi,NR,SBC,BPL,NGP,Friday,9,Diwali,Clear,33.2,73,0.8,0,Medium,Low,0,15,1658,690,Mail,WAP-5,Yes,23
12301,Howrah Rajdhani,ER,MAS,SBC,BPL,Tuesday,5,None,Clear,,21,12.7,0,High,Medium,5,9,1216,489,Freight,WAG-9,Yes,14
